round,slate,clicks,binary_reward,soft_score
1510,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 1, 0, 1, 0, 1, 1, 1]",1,7
1511,"[297, 852, 953, 855, 124, 849, 721, 448, 38, 973]","[1, 1, 0, 1, 0, 0, 0, 0, 0, 0]",1,3
1512,"[94, 534, 327, 664, 705, 490, 240, 554, 132, 352]","[0, 1, 0, 0, 1, 1, 1, 0, 0, 0]",1,4
1513,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 0, 1, 0, 0, 0, 1, 1]",1,6
1514,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 1, 1, 1, 1, 0, 1, 1]",1,8
1515,"[772, 650, 870, 856, 707, 715, 103, 104, 296, 933]","[0, 0, 0, 1, 1, 0, 0, 0, 0, 0]",1,2
1516,"[894, 799, 140, 312, 568, 83, 811, 942, 558, 501]","[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]",1,2
1517,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 0, 0, 1, 1, 1, 1]",1,8
1518,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 1, 1, 1, 1, 1, 0, 0, 1]",1,7
1519,"[429, 439, 407, 614, 696, 542, 883, 413, 122, 997]","[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",1,2
1520,"[844, 83, 753, 77, 565, 200, 88, 718, 409, 265]","[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1,2
1521,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",1,2
1522,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 0, 1, 0, 1, 1, 0, 0, 1]",1,4
1523,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 1, 0, 1, 0, 1, 0, 0, 0]",1,4
1524,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 0, 1, 1, 0, 1, 0, 1, 0]",1,5
1525,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 1, 1, 0, 0, 1, 1]",1,8
1526,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 0, 1, 0, 1, 0, 1, 0]",1,5
1527,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 1, 0, 0, 1, 1, 1, 0, 1]",1,6
1528,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 0, 1, 0, 1, 1, 0, 1]",1,6
1529,"[195, 521, 408, 52, 536, 553, 424, 194, 111, 546]","[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]",1,2
1530,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 0, 1, 1, 1, 1, 1, 0]",1,7
1531,"[210, 535, 290, 627, 671, 536, 359, 105, 31, 135]","[1, 0, 1, 0, 0, 0, 1, 0, 0, 0]",1,3
1532,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 0, 0, 0, 1, 1, 0, 1]",1,5
1533,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 0, 0, 0, 0, 1, 1, 0]",1,5
1534,"[802, 113, 815, 356, 51, 483, 519, 323, 777, 713]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1,1
1535,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 0, 0, 1, 1, 0, 1, 1]",1,6
1536,"[301, 247, 433, 449, 42, 702, 103, 139, 327, 728]","[0, 1, 0, 0, 0, 1, 1, 1, 0, 0]",1,4
1537,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 1, 1, 0, 1, 0, 0]",1,7
1538,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 0, 1, 0, 1, 0, 0, 0, 1]",1,4
1539,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 1, 0, 0, 0, 0, 1, 1, 1]",1,5
1540,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 1, 1, 0, 0, 0, 1, 1]",1,6
1541,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 0, 0, 1, 0, 1, 0, 0, 0]",1,3
1542,"[328, 350, 455, 501, 392, 677, 649, 542, 897, 299]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",1,2
1543,"[56, 532, 915, 127, 576, 698, 234, 965, 969, 230]","[0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",1,2
1544,"[464, 258, 536, 10, 605, 629, 80, 163, 145, 223]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
1545,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 0, 1, 1, 1, 0, 1]",1,8
1546,"[835, 160, 381, 230, 954, 472, 700, 766, 919, 702]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",1,2
1547,"[672, 524, 973, 659, 239, 947, 120, 432, 743, 293]","[0, 0, 0, 0, 1, 1, 0, 0, 1, 0]",1,3
1548,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 1, 0, 1, 0, 1, 0, 1]",1,6
1549,"[179, 180, 396, 107, 876, 22, 53, 56, 392, 427]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1,1
1550,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 1, 0, 1, 1, 1, 0, 1]",1,7
1551,"[658, 500, 497, 739, 928, 248, 906, 555, 373, 600]","[1, 0, 0, 0, 1, 1, 0, 0, 0, 0]",1,3
1552,"[70, 95, 793, 293, 935, 726, 537, 52, 28, 35]","[1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1,2
1553,"[813, 467, 419, 84, 554, 595, 708, 967, 57, 87]","[1, 1, 0, 0, 0, 0, 1, 0, 0, 1]",1,4
1554,"[591, 592, 627, 874, 964, 544, 909, 834, 89, 488]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",1,1
1555,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 0, 1, 1, 0, 1, 0, 1, 0]",1,5
1556,"[428, 772, 69, 231, 789, 841, 597, 200, 801, 880]","[1, 0, 0, 1, 0, 0, 1, 0, 0, 0]",1,3
1557,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 0, 1, 1, 0, 1, 1, 0, 0]",1,5
1558,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 0, 1, 1, 1, 1, 1, 1]",1,8
1559,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 0, 1, 1, 1, 1, 1]",1,9
1560,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 0]",1,8
1561,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 0, 1, 1, 1, 0, 0, 1, 0]",1,5
1562,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 0, 0, 0, 1, 0, 0]",1,5
1563,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 0, 0, 1, 1, 1, 1, 0, 0]",1,5
1564,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 0, 1, 0, 0, 0, 0, 0]",1,3
1565,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 1, 1, 1, 1, 0, 1, 1, 0]",1,6
1566,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 0, 0, 0, 1, 0, 0, 0]",1,3
1567,"[987, 269, 538, 856, 172, 184, 919, 134, 83, 645]","[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",1,3
1568,"[434, 68, 425, 93, 154, 146, 435, 183, 629, 328]","[0, 0, 1, 0, 0, 0, 1, 1, 0, 0]",1,3
1569,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 0, 1, 0, 0, 0, 0, 0]",1,4
1570,"[219, 518, 166, 208, 776, 233, 95, 433, 740, 183]","[0, 1, 0, 0, 0, 0, 1, 1, 0, 0]",1,3
1571,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 1, 0, 1, 1, 1, 1, 1]",1,8
1572,"[567, 253, 161, 58, 754, 254, 878, 874, 960, 188]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",1,1
1573,"[54, 371, 605, 136, 177, 927, 582, 949, 475, 761]","[0, 1, 1, 0, 0, 0, 0, 0, 0, 1]",1,3
1574,"[734, 59, 279, 608, 225, 195, 365, 836, 68, 706]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",1,1
1575,"[633, 86, 683, 566, 967, 358, 351, 618, 307, 340]","[0, 0, 0, 1, 0, 0, 1, 0, 0, 0]",1,2
1576,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 0, 1, 0, 0, 1, 1, 1, 1]",1,6
1577,"[264, 438, 528, 319, 339, 652, 591, 937, 375, 118]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
1578,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 1, 0, 0, 0, 1, 1, 1, 0]",1,4
1579,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 0, 1, 1, 0, 0, 0]",1,6
1580,"[357, 407, 921, 319, 504, 767, 218, 797, 672, 7]","[0, 0, 0, 1, 0, 0, 0, 0, 1, 1]",1,3
1581,"[316, 87, 431, 326, 880, 433, 463, 979, 545, 448]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",1,1
1582,"[723, 105, 814, 276, 848, 507, 960, 861, 92, 176]","[1, 0, 0, 1, 0, 0, 0, 1, 0, 0]",1,3
1583,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 0, 1, 1, 0, 0, 0, 1, 0]",1,4
1584,"[697, 649, 491, 269, 438, 929, 950, 58, 776, 720]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1,1
1585,"[788, 670, 395, 743, 33, 109, 527, 658, 207, 211]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",1,1
1586,"[809, 531, 561, 811, 35, 400, 997, 605, 227, 357]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
1587,"[296, 213, 465, 36, 468, 523, 825, 100, 577, 705]","[1, 0, 0, 0, 0, 0, 1, 0, 0, 0]",1,2
1588,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 0, 1, 0, 0, 0, 0, 0, 1]",1,3
1589,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 0, 1, 1, 1, 0, 1, 1]",1,8
1590,"[749, 748, 394, 773, 996, 70, 671, 564, 27, 481]","[0, 0, 0, 1, 1, 1, 0, 1, 0, 1]",1,5
1591,"[481, 544, 253, 663, 163, 408, 944, 375, 377, 889]","[0, 0, 0, 0, 1, 1, 1, 1, 0, 0]",1,4
1592,"[404, 487, 229, 425, 836, 482, 317, 528, 925, 101]","[0, 1, 1, 0, 0, 0, 1, 1, 1, 0]",1,5
1593,"[774, 130, 474, 491, 308, 248, 926, 453, 417, 906]","[0, 1, 0, 0, 1, 0, 0, 1, 0, 0]",1,3
1594,"[538, 366, 928, 26, 746, 34, 156, 561, 5, 467]","[0, 1, 0, 0, 1, 0, 0, 0, 0, 1]",1,3
1595,"[329, 421, 473, 601, 380, 150, 782, 944, 297, 775]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",1,1
1596,"[225, 132, 121, 459, 355, 647, 648, 951, 801, 430]","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",1,2
1597,"[31, 777, 55, 489, 49, 734, 434, 574, 971, 930]","[0, 1, 0, 0, 1, 1, 0, 0, 0, 0]",1,3
1598,"[843, 422, 299, 870, 896, 990, 387, 120, 745, 728]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",1,1
1599,"[454, 323, 929, 4, 7, 783, 313, 572, 371, 290]","[0, 1, 0, 0, 0, 0, 0, 1, 1, 0]",1,3
1600,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 1, 1, 1, 0, 1, 0, 0, 1]",1,6
1601,"[711, 200, 932, 64, 868, 968, 771, 145, 187, 287]","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]",1,2
1602,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 1, 1, 1, 1, 1, 1, 1, 1]",1,9
1603,"[2, 649, 127, 228, 11, 389, 618, 970, 999, 697]","[0, 1, 0, 1, 0, 0, 1, 0, 0, 1]",1,4
1604,"[427, 385, 246, 88, 532, 242, 998, 500, 366, 805]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1,1
1605,"[428, 332, 817, 159, 321, 75, 542, 139, 339, 930]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1,1
1606,"[260, 184, 389, 468, 581, 171, 147, 785, 500, 680]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1
1607,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 1, 0, 0, 1, 0, 1, 0]",1,5
1608,"[825, 439, 942, 5, 406, 69, 613, 132, 62, 658]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
1609,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",1,8
1610,"[861, 981, 312, 491, 515, 668, 597, 255, 190, 694]","[0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",1,2
1611,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 0, 1, 1, 1, 0, 1, 0, 0]",1,5
1612,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 1, 1, 0, 1, 1, 1, 1, 1]",1,7
1613,"[291, 477, 602, 44, 495, 807, 553, 980, 727, 195]","[0, 0, 1, 1, 0, 1, 0, 0, 1, 0]",1,4
1614,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 0, 0, 0, 0, 0, 1, 0]",1,4
1615,"[514, 315, 438, 55, 855, 407, 87, 994, 703, 954]","[1, 1, 0, 0, 0, 0, 0, 0, 1, 0]",1,3
1616,"[88, 456, 633, 957, 61, 290, 196, 835, 357, 84]","[1, 0, 1, 0, 0, 0, 1, 0, 0, 0]",1,3
1617,"[417, 632, 866, 937, 2, 184, 919, 757, 221, 175]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1,1
1618,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 1, 1, 1, 1, 0, 0, 0]",1,6
1619,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 0, 1, 1, 1, 1, 1, 0, 0]",1,5
1620,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 1, 1, 0, 0, 1, 0, 0]",1,5
1621,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 0, 0, 1, 0, 0, 0, 1]",1,4
1622,"[963, 956, 31, 674, 779, 357, 853, 939, 885, 222]","[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",1,2
1623,"[826, 734, 245, 401, 135, 140, 114, 531, 843, 875]","[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]",1,2
1624,"[102, 786, 486, 320, 446, 516, 365, 685, 867, 906]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1,1
1625,"[519, 812, 510, 954, 571, 897, 13, 36, 756, 439]","[0, 0, 0, 0, 0, 1, 1, 0, 0, 1]",1,3
1626,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 1, 0, 0, 1, 0, 1, 1, 0]",1,5
1627,"[649, 456, 408, 555, 74, 94, 818, 974, 9, 819]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",1,2
1628,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 1, 1, 1, 0, 0, 1, 0, 1]",1,6
1629,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 0, 0, 1, 1, 1, 1, 1]",1,8
1630,"[198, 165, 338, 568, 93, 197, 961, 770, 178, 883]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
1631,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 0, 0, 1, 1, 1, 1, 1, 0]",1,6
1632,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 1, 1, 0, 0, 1, 1, 1, 1]",1,7
1633,"[1, 985, 223, 651, 986, 337, 133, 129, 912, 191]","[1, 0, 0, 0, 0, 0, 1, 1, 1, 0]",1,4
1634,"[937, 592, 669, 642, 153, 281, 53, 458, 350, 830]","[0, 0, 0, 0, 1, 0, 0, 1, 1, 0]",1,3
1635,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 0, 0, 1, 0, 0, 1, 0]",1,4
1636,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 1, 0, 0, 0, 0, 0, 0]",1,3
1637,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 0, 1, 1, 1, 1, 1, 1]",1,8
1638,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 1, 1, 1, 1, 0, 1, 1]",1,8
1639,"[336, 211, 766, 637, 832, 451, 857, 460, 35, 810]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1,1
1640,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 1, 1, 0, 0, 1, 0, 1]",1,6
1641,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 1, 1, 0, 1, 1, 1, 0, 0]",1,6
1642,"[269, 45, 830, 347, 995, 201, 697, 179, 566, 8]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1,1
1643,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 0, 1, 1, 1, 0, 0, 1, 1]",1,6
1644,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 1, 1, 1, 1, 1, 0, 1, 1]",1,8
1645,"[924, 233, 140, 230, 507, 831, 308, 312, 850, 626]","[0, 1, 1, 0, 0, 0, 1, 0, 0, 0]",1,3
1646,"[490, 415, 273, 403, 994, 702, 306, 86, 737, 663]","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1,2
1647,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 1, 0, 1, 1, 0, 1, 1, 0]",1,6
1648,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 0, 0, 1, 0, 0, 0, 0]",1,4
1649,"[698, 781, 873, 892, 188, 232, 768, 793, 30, 562]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
1650,"[41, 858, 648, 252, 796, 202, 37, 382, 365, 573]","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]",1,2
1651,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 1, 1, 0, 0, 1, 0, 1]",1,6
1652,"[103, 2, 983, 426, 847, 444, 323, 792, 358, 910]","[0, 1, 1, 0, 0, 0, 1, 1, 0, 1]",1,5
1653,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 0, 0, 1, 0, 1, 1, 1, 1]",1,6
1654,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 0, 0, 1, 1, 1, 1, 0, 0]",1,5
1655,"[890, 771, 688, 660, 206, 149, 702, 160, 603, 867]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 1]",1,2
1656,"[849, 100, 345, 680, 120, 126, 349, 922, 33, 249]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1,1
1657,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 0, 1, 0, 0, 0, 1, 1]",1,5
1658,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 1, 0, 1, 0, 0, 0, 1, 0]",1,4
1659,"[468, 335, 859, 736, 364, 475, 925, 492, 3, 54]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1,1
1660,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 0, 1, 0, 0, 1, 1, 1]",1,6
1661,"[734, 758, 358, 1, 23, 145, 688, 304, 491, 68]","[1, 0, 0, 1, 0, 0, 0, 0, 1, 0]",1,3
1662,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 1, 0, 1, 0, 1, 0, 1]",1,6
1663,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 0, 1, 1, 0, 0, 0, 0, 0]",1,3
1664,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 0, 1, 0, 1, 1, 1, 0]",1,6
1665,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 0, 1, 1, 0, 1, 1, 0, 0]",1,5
1666,"[308, 103, 165, 734, 94, 167, 6, 143, 718, 796]","[0, 0, 0, 0, 0, 1, 1, 0, 0, 1]",1,3
1667,"[491, 410, 751, 34, 950, 611, 999, 768, 609, 788]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1,1
1668,"[22, 600, 124, 56, 29, 891, 672, 349, 595, 379]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1,1
1669,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 0, 0, 1, 1, 1, 1, 0, 1]",1,5
1670,"[470, 761, 139, 365, 655, 373, 396, 236, 666, 979]","[0, 1, 0, 0, 1, 1, 1, 0, 0, 0]",1,4
1671,"[190, 702, 256, 592, 186, 406, 227, 162, 208, 577]","[0, 1, 0, 0, 1, 0, 1, 0, 0, 0]",1,3
1672,"[565, 363, 674, 291, 344, 39, 610, 132, 473, 635]","[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",1,2
1673,"[95, 97, 863, 573, 893, 61, 358, 552, 188, 196]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 1]",1,2
1674,"[471, 983, 789, 813, 250, 411, 621, 286, 146, 703]","[1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",1,3
1675,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 1, 1, 1, 0, 0, 1]",1,8
1676,"[728, 223, 139, 633, 640, 91, 196, 250, 605, 797]","[0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",1,2
1677,"[395, 270, 261, 572, 724, 961, 613, 239, 464, 526]","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0]",1,2
1678,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 1, 1, 1, 0, 1, 0, 0, 0]",1,5
1679,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 0, 0, 0, 0, 1, 0, 1, 0]",1,3
1680,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 0, 1, 0, 0, 0, 1, 0]",1,4
1681,"[971, 588, 248, 128, 78, 119, 457, 122, 673, 89]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
1682,"[878, 857, 974, 853, 995, 297, 775, 750, 985, 66]","[0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",1,2
1683,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1,2
1684,"[756, 317, 713, 593, 457, 870, 145, 550, 428, 263]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1,1
1685,"[348, 152, 752, 904, 800, 37, 910, 604, 365, 829]","[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",1,2
1686,"[590, 480, 803, 68, 998, 24, 259, 875, 591, 821]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]",1,2
1687,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 0, 0, 1, 0, 1, 0, 1]",1,6
1688,"[650, 800, 445, 461, 918, 389, 4, 167, 424, 764]","[0, 0, 1, 1, 0, 0, 0, 0, 1, 0]",1,3
1689,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 1, 0, 0, 1, 1, 1, 0, 1]",1,6
1690,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 1, 1, 0, 1, 1, 1, 1, 1]",1,8
1691,"[155, 567, 93, 112, 933, 870, 951, 610, 748, 655]","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",1,2
1692,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 0, 1, 1, 0, 1, 0, 1]",1,6
1693,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 0, 1, 0, 1, 1, 1, 0, 0]",1,4
1694,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 0, 1, 0, 1, 1, 1, 0]",1,7
1695,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 0, 1, 1, 0, 1, 0, 1, 0]",1,5
1696,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 0, 1, 1, 0, 1, 1, 1, 0]",1,6
1697,"[517, 204, 193, 543, 440, 61, 62, 403, 844, 63]","[1, 0, 1, 0, 0, 1, 0, 0, 0, 0]",1,3
1698,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 0, 0, 0, 0, 0, 1, 0]",1,4
1699,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 1, 1, 1, 0, 1, 1, 1]",1,8
1700,"[557, 171, 123, 583, 628, 664, 314, 750, 149, 478]","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0]",1,2
1701,"[270, 541, 532, 106, 905, 461, 550, 822, 75, 420]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]",1,2
1702,"[324, 919, 137, 214, 548, 270, 834, 622, 753, 820]","[0, 1, 0, 0, 0, 1, 1, 0, 0, 0]",1,3
1703,"[883, 621, 221, 649, 839, 944, 507, 235, 455, 321]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1,1
1704,"[559, 897, 279, 600, 126, 374, 856, 135, 831, 731]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1,1
1705,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 0, 0, 0, 1, 1, 1, 1]",1,6
1706,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 0, 1, 1, 0, 0, 1, 0, 1]",1,5
1707,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 0, 1, 1, 0, 0, 1, 0]",1,6
1708,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 0, 1, 1, 0, 1, 0, 1]",1,7
